T6SS_gene,COG_ID,Gene_Tag,Organism,TaxID,Assembly_ID,Protein_Accession,Protein_Length,Footprint,Footprint_Length,Profile_Length,Bitscore,Evalue,Membership_Class,Membership_Description,Taxonomic_Category
tssH,COG0542,GF423_RS11855,Sodaliphilus_pleomorphus_Oil-RF-744-WCA-WT-10,2606626,GCF_009676955.1,WP_235911687.1,729,1-729,729,786.0,680.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BACTEROIDOTA
tssH,COG0542,GFO_RS07045,Christiangramia_forsetii_KT0803,411154,GCF_000060345.1,WP_011709387.1,850,1-850,850,786.0,860.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BACTEROIDOTA
tssH,COG0542,GFO_RS10660,Christiangramia_forsetii_KT0803,411154,GCF_000060345.1,WP_011710133.1,868,1-868,868,786.0,874.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BACTEROIDOTA
tssH,COG0542,GH266_RS03695,Stappia_indica_PHM037,538381,GCF_009789575.1,WP_158192692.1,808,1-808,808,786.0,846.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,GH266_RS10930,Stappia_indica_PHM037,538381,GCF_009789575.1,WP_158193931.1,866,1-866,866,786.0,961.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,GH723_RS16000,Actinomarinicola_tropica_SCSIO_58843,2789776,GCF_009650215.1,WP_153760587.1,843,1-843,843,786.0,923.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ACTINOMYCETOTA
tssH,COG0542,GH723_RS17640,Actinomarinicola_tropica_SCSIO_58843,2789776,GCF_009650215.1,WP_153760873.1,825,1-825,825,786.0,849.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ACTINOMYCETOTA
tssH,COG0542,GH975_RS04545,Litorivicinus_lipolyticus_IMCC_1097,418701,GCF_009650135.1,WP_153713387.1,763,1-763,763,786.0,820.0,1e-200,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssH,COG0542,GH975_RS10050,Litorivicinus_lipolyticus_IMCC_1097,418701,GCF_009650135.1,WP_153714392.1,857,1-857,857,786.0,876.0,1e-200,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssH,COG0542,GHNINEIG_RS02095,Hydrogenovibrio_crunogenus_SP-41,39765,GCF_004786015.1,WP_135795107.1,854,1-854,854,786.0,903.0,1e-200,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssH,COG0542,GHNINEIG_RS05855,Hydrogenovibrio_crunogenus_SP-41,39765,GCF_004786015.1,WP_135795783.1,748,1-748,748,786.0,799.0,1e-200,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssH,COG0542,GI584_RS00780,Gracilibacillus_salitolerans_SCU50,2663022,GCF_009650095.1,WP_153789926.1,808,1-808,808,786.0,964.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BACILLI
tssH,COG0542,GI584_RS04845,Gracilibacillus_salitolerans_SCU50,2663022,GCF_009650095.1,WP_153790445.1,708,67-708,642,786.0,782.0,1e-200,3,partial match on both protein and COG profile,BACILLI
tssH,COG0542,GII36_RS03510,Candidatus_Mycosynbacter_amalyticus,2665156,GCF_025273655.1,WP_260762515.1,827,1-827,827,786.0,783.0,1e-200,0,footprint covers most of the protein and most of the COG profile,OTHER_BACTERIA
tssH,COG0542,GII36_RS04725,Candidatus_Mycosynbacter_amalyticus,2665156,GCF_025273655.1,WP_260762985.1,814,166-814,649,786.0,382.0,1.65e-120,3,partial match on both protein and COG profile,OTHER_BACTERIA
tssH,COG0542,GIY23_RS01675,Allosaccharopolyspora_coralli_E2A,2665642,GCF_009664835.1,WP_154075041.1,852,1-852,852,786.0,924.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ACTINOMYCETOTA
tssH,COG0542,GIY23_RS10600,Allosaccharopolyspora_coralli_E2A,2665642,GCF_009664835.1,WP_228717651.1,247,105-247,143,786.0,78.4,7.83e-16,3,partial match on both protein and COG profile,ACTINOMYCETOTA
tssH,COG0542,GIY23_RS10645,Allosaccharopolyspora_coralli_E2A,2665642,GCF_009664835.1,WP_154076510.1,799,1-799,799,786.0,768.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ACTINOMYCETOTA
tssH,COG0542,GIY23_RS11515,Allosaccharopolyspora_coralli_E2A,2665642,GCF_009664835.1,WP_154076649.1,852,1-852,852,786.0,886.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ACTINOMYCETOTA
tssH,COG0542,GIY23_RS13745,Allosaccharopolyspora_coralli_E2A,2665642,GCF_009664835.1,WP_154077027.1,787,1-787,787,786.0,899.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ACTINOMYCETOTA
tssH,COG0542,GIY23_RS21850,Allosaccharopolyspora_coralli_E2A,2665642,GCF_009664835.1,WP_154078372.1,858,1-858,858,786.0,917.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ACTINOMYCETOTA
tssH,COG0542,GJ664_RS01565,Latilactobacillus_sakei_CBA3614,1599,GCF_009676365.1,WP_025016064.1,721,1-721,721,786.0,779.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BACILLI
tssH,COG0542,GJ664_RS03155,Latilactobacillus_sakei_CBA3614,1599,GCF_009676365.1,WP_016265728.1,822,1-822,822,786.0,860.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BACILLI
tssH,COG0542,GJ664_RS04770,Latilactobacillus_sakei_CBA3614,1599,GCF_009676365.1,WP_154255228.1,707,64-707,644,786.0,716.0,1e-200,3,partial match on both protein and COG profile,BACILLI
tssH,COG0542,GJ664_RS09175,Latilactobacillus_sakei_CBA3614,1599,GCF_009676365.1,WP_016265194.1,864,1-864,864,786.0,898.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BACILLI
tssH,COG0542,GJQ55_RS06400,Venatoribacter_cucullus_ASxL5,2661630,GCF_016132445.1,WP_228346676.1,752,1-752,752,786.0,841.0,1e-200,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssH,COG0542,GJQ55_RS08635,Venatoribacter_cucullus_ASxL5,2661630,GCF_016132445.1,WP_228344573.1,867,1-867,867,786.0,901.0,1e-200,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssH,COG0542,GJW30_RS03440,Variibacter_gotjawalensis_GJW-30,1333996,GCF_002355335.1,WP_096351659.1,878,1-878,878,786.0,952.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,GJW30_RS16835,Variibacter_gotjawalensis_GJW-30,1333996,GCF_002355335.1,WP_096357378.1,818,1-757,757,786.0,846.0,1e-200,1,footprint covers most of the COG profile and most part of the protein,ALPHAPROTEOBACTERIA
tssH,COG0542,GKE56_RS11220,Tetrasphaera_HKS02,1813880,GCF_009707485.1,WP_154684614.1,837,1-837,837,786.0,933.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ACTINOMYCETOTA
tssH,COG0542,GKE56_RS13615,Tetrasphaera_HKS02,1813880,GCF_009707485.1,WP_154684991.1,861,1-861,861,786.0,887.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ACTINOMYCETOTA
tssH,COG0542,GKO48_02825,SAR202_cluster_bacterium_JH1073,3038980,GCA_029593915.1,WFG38582.1,856,1-856,856,786.0,888.0,1e-200,0,footprint covers most of the protein and most of the COG profile,CHLOROFLEXOTA
tssH,COG0542,GKO48_10375,SAR202_cluster_bacterium_JH1073,3038980,GCA_029593915.1,WFG40792.1,838,1-838,838,786.0,888.0,1e-200,0,footprint covers most of the protein and most of the COG profile,CHLOROFLEXOTA
tssH,COG0542,GKS42_RS22660,Occultella_kanbiaonis_HY044,2675754,GCF_009708215.1,WP_154795882.1,841,1-841,841,786.0,936.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ACTINOMYCETOTA
tssH,COG0542,GKS42_RS23745,Occultella_kanbiaonis_HY044,2675754,GCF_009708215.1,WP_154796070.1,865,1-865,865,786.0,864.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ACTINOMYCETOTA
tssH,COG0542,GK_RS00750,Geobacillus_kaustophilus_HTA426,235909,GCF_000009785.1,WP_011229593.1,810,1-810,810,786.0,987.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BACILLI
tssH,COG0542,GK_RS04510,Geobacillus_kaustophilus_HTA426,235909,GCF_000009785.1,WP_011230300.1,862,1-862,862,786.0,906.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BACILLI
tssH,COG0542,GL4_RS10815,Methyloceanibacter_caenitepidi_Gela4,1384459,GCF_000828475.1,WP_045367414.1,813,1-813,813,786.0,802.0,1e-200,1,footprint covers most of the COG profile and most part of the protein,ALPHAPROTEOBACTERIA
tssH,COG0542,GL4_RS15825,Methyloceanibacter_caenitepidi_Gela4,1384459,GCF_000828475.1,WP_045368950.1,866,1-866,866,786.0,944.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,GLL_RS00780,Gloeobacter_violaceus_PCC_7421,251221,GCF_000011385.1,WP_011140156.1,148,1-148,148,786.0,61.9,4.48e-11,2,footprint covers most of the protein and part of the COG profile,CYANOBACTERIOTA
tssH,COG0542,GLL_RS08025,Gloeobacter_violaceus_PCC_7421,251221,GCF_000011385.1,WP_011141541.1,778,1-778,778,786.0,819.0,1e-200,0,footprint covers most of the protein and most of the COG profile,CYANOBACTERIOTA
tssH,COG0542,GLL_RS10690,Gloeobacter_violaceus_PCC_7421,251221,GCF_000011385.1,WP_011142062.1,819,1-819,819,786.0,940.0,1e-200,0,footprint covers most of the protein and most of the COG profile,CYANOBACTERIOTA
tssH,COG0542,GLL_RS10710,Gloeobacter_violaceus_PCC_7421,251221,GCF_000011385.1,WP_011142066.1,330,1-157,157,786.0,104.0,3.8e-24,3,partial match on both protein and COG profile,CYANOBACTERIOTA
tssH,COG0542,GLL_RS12830,Gloeobacter_violaceus_PCC_7421,251221,GCF_000011385.1,WP_011142478.1,727,1-727,727,786.0,378.0,5.95e-120,0,footprint covers most of the protein and most of the COG profile,CYANOBACTERIOTA
tssH,COG0542,GLL_RS13360,Gloeobacter_violaceus_PCC_7421,251221,GCF_000011385.1,WP_164929055.1,354,1-152,152,786.0,68.4,6.67e-12,3,partial match on both protein and COG profile,CYANOBACTERIOTA
tssH,COG0542,GLL_RS18445,Gloeobacter_violaceus_PCC_7421,251221,GCF_000011385.1,WP_011143566.1,872,1-872,872,786.0,952.0,1e-200,0,footprint covers most of the protein and most of the COG profile,CYANOBACTERIOTA
tssH,COG0542,GLO7428_RS06675,Gloeocapsa_PCC_7428,1173026,GCF_000317555.1,WP_015187803.1,872,1-872,872,786.0,963.0,1e-200,0,footprint covers most of the protein and most of the COG profile,CYANOBACTERIOTA
tssH,COG0542,GLO7428_RS13335,Gloeocapsa_PCC_7428,1173026,GCF_000317555.1,WP_015189078.1,825,1-825,825,786.0,939.0,1e-200,0,footprint covers most of the protein and most of the COG profile,CYANOBACTERIOTA
tssH,COG0542,GLO7428_RS14140,Gloeocapsa_PCC_7428,1173026,GCF_000317555.1,WP_015189245.1,886,1-886,886,786.0,934.0,1e-200,0,footprint covers most of the protein and most of the COG profile,CYANOBACTERIOTA
tssH,COG0542,GLO7428_RS22250,Gloeocapsa_PCC_7428,1173026,GCF_000317555.1,WP_015190842.1,822,1-822,822,786.0,923.0,1e-200,0,footprint covers most of the protein and most of the COG profile,CYANOBACTERIOTA
tssH,COG0542,GLS_RS03485,Gluconobacter_oxydans_DSM_3504,1288313,GCF_000583855.1,WP_041111199.1,771,1-771,771,786.0,836.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,GLS_RS07980,Gluconobacter_oxydans_DSM_3504,1288313,GCF_000583855.1,WP_041111820.1,866,1-866,866,786.0,932.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,GLS_RS08575,Gluconobacter_oxydans_DSM_3504,1288313,GCF_000583855.1,WP_034954447.1,417,1-417,417,786.0,193.0,2.75e-54,2,footprint covers most of the protein and part of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,GLV81_RS09170,Phnomibacter_ginsenosidimutans_SB-02,2676868,GCF_009740285.1,WP_157478602.1,854,1-854,854,786.0,862.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BACTEROIDOTA
tssH,COG0542,GLV81_RS20365,Phnomibacter_ginsenosidimutans_SB-02,2676868,GCF_009740285.1,WP_246185941.1,73,1-73,73,786.0,59.9,3.93e-11,3,partial match on both protein and COG profile,BACTEROIDOTA
tssH,COG0542,GM160_RS07850,Guyparkeria_halophila_sp2,47960,GCF_009734265.1,WP_156574369.1,762,1-762,762,786.0,801.0,1e-200,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssH,COG0542,GM160_RS09890,Guyparkeria_halophila_sp2,47960,GCF_009734265.1,WP_156574893.1,862,1-862,862,786.0,941.0,1e-200,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssH,COG0542,GM418_RS04085,Maribellus_comscasis_WC007,2681766,GCF_009762775.1,WP_158863416.1,862,1-862,862,786.0,866.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BACTEROIDOTA
tssH,COG0542,GM418_RS27415,Maribellus_comscasis_WC007,2681766,GCF_009762775.1,WP_158870939.1,840,1-840,840,786.0,841.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BACTEROIDOTA
tssH,COG0542,GM661_RS15865,Iocasia_fonsfrigidae_NS-1,2682810,GCF_017751145.1,WP_230867691.1,806,1-806,806,786.0,942.0,1e-200,0,footprint covers most of the protein and most of the COG profile,CLOSTRIDIA
tssH,COG0542,GMA17_RS02585,Bizionia_M204,2675331,GCF_023205095.1,WP_248398834.1,869,1-869,869,786.0,868.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BACTEROIDOTA
tssH,COG0542,GMA17_RS03875,Bizionia_M204,2675331,GCF_023205095.1,WP_248399329.1,853,1-853,853,786.0,849.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BACTEROIDOTA
tssH,COG0542,GMB29_RS00580,Metabacillus_sediminilitoris_DSL-17,2567941,GCF_009720625.1,WP_136357975.1,812,1-812,812,786.0,936.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BACILLI
tssH,COG0542,GMB29_RS14865,Metabacillus_sediminilitoris_DSL-17,2567941,GCF_009720625.1,WP_136356644.1,708,66-708,643,786.0,802.0,1e-200,3,partial match on both protein and COG profile,BACILLI
tssH,COG0542,GMBLW1_RS00175,Tuwongella_immobilis,692036,GCF_901538355.1,WP_162655808.1,1109,202-755,554,786.0,337.0,3.32e-101,3,partial match on both protein and COG profile,PLANCTOMYCETOTA
tssH,COG0542,GMBLW1_RS00180,Tuwongella_immobilis,692036,GCF_901538355.1,WP_162655809.1,1184,123-782,660,786.0,350.0,2.93e-105,3,partial match on both protein and COG profile,PLANCTOMYCETOTA
tssH,COG0542,GMBLW1_RS00185,Tuwongella_immobilis,692036,GCF_901538355.1,WP_162655810.1,769,216-769,554,786.0,307.0,1.43e-92,3,partial match on both protein and COG profile,PLANCTOMYCETOTA
tssH,COG0542,GMBLW1_RS03335,Tuwongella_immobilis,692036,GCF_901538355.1,WP_162656478.1,877,1-877,877,786.0,948.0,1e-200,0,footprint covers most of the protein and most of the COG profile,PLANCTOMYCETOTA
tssH,COG0542,GMBLW1_RS04660,Tuwongella_immobilis,692036,GCF_901538355.1,WP_162656716.1,847,1-847,847,786.0,891.0,1e-200,0,footprint covers most of the protein and most of the COG profile,PLANCTOMYCETOTA
tssH,COG0542,GMET_RS14290,Geobacter_metallireducens_GS-15,269799,GCF_000012925.1,WP_004514565.1,864,1-864,864,786.0,927.0,1e-200,0,footprint covers most of the protein and most of the COG profile,THERMODESULFOBACTERIOTA
tssH,COG0542,GMET_RS16615,Geobacter_metallireducens_GS-15,269799,GCF_000012925.1,WP_004512539.1,878,1-878,878,786.0,683.0,1e-200,0,footprint covers most of the protein and most of the COG profile,THERMODESULFOBACTERIOTA
tssH,COG0542,GMOLON4_RS09985,Gulosibacter_molinativorax_ON4,256821,GCF_003010915.2,WP_051266500.1,855,1-855,855,786.0,931.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ACTINOMYCETOTA
tssH,COG0542,GMOLON4_RS11515,Gulosibacter_molinativorax_ON4,256821,GCF_003010915.2,WP_084147483.1,714,1-714,714,786.0,804.0,1e-200,2,footprint covers most of the protein and part of the COG profile,ACTINOMYCETOTA
tssH,COG0542,GMOLON4_RS12165,Gulosibacter_molinativorax_ON4,256821,GCF_003010915.2,WP_026937060.1,852,1-852,852,786.0,831.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ACTINOMYCETOTA
tssH,COG0542,GO499_RS13445,Algicella_marina_9Alg_56,2683284,GCF_009931615.1,WP_161862658.1,869,1-869,869,786.0,886.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,GO499_RS14095,Algicella_marina_9Alg_56,2683284,GCF_009931615.1,WP_161862769.1,772,1-772,772,786.0,838.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,GO499_RS15880,Algicella_marina_9Alg_56,2683284,GCF_009931615.1,WP_161863093.1,902,1-902,902,786.0,704.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,GO591_RS14130,Diaminobutyricimonas_LJ205,2683590,GCF_009755725.1,WP_157157404.1,834,1-834,834,786.0,917.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ACTINOMYCETOTA
tssH,COG0542,GO591_RS14945,Diaminobutyricimonas_LJ205,2683590,GCF_009755725.1,WP_157157547.1,720,1-720,720,786.0,791.0,1e-200,2,footprint covers most of the protein and part of the COG profile,ACTINOMYCETOTA
tssH,COG0542,GOBS_RS03210,Geodermatophilus_obscurus_DSM_43160,526225,GCF_000025345.1,WP_012946860.1,841,1-841,841,786.0,934.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ACTINOMYCETOTA
tssH,COG0542,GOBS_RS08010,Geodermatophilus_obscurus_DSM_43160,526225,GCF_000025345.1,WP_012947779.1,180,1-180,180,786.0,65.3,7.16e-12,2,footprint covers most of the protein and part of the COG profile,ACTINOMYCETOTA
tssH,COG0542,GOBS_RS10080,Geodermatophilus_obscurus_DSM_43160,526225,GCF_000025345.1,WP_012948186.1,847,1-847,847,786.0,885.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ACTINOMYCETOTA
tssH,COG0542,GOBS_RS23465,Geodermatophilus_obscurus_DSM_43160,526225,GCF_000025345.1,WP_012950751.1,861,1-861,861,786.0,903.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ACTINOMYCETOTA
tssH,COG0542,GQ61_RS08055,Candidatus_Nucleicultrix_amoebiphila_FS5,1414854,GCF_002117145.1,WP_085784840.1,856,1-856,856,786.0,920.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,GQA70_RS01405,Ponticoccus_alexandrii_C31,1943633,GCF_016806125.1,WP_023848436.1,871,1-871,871,786.0,922.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,GQA70_RS18015,Ponticoccus_alexandrii_C31,1943633,GCF_016806125.1,WP_039615539.1,776,1-776,776,786.0,820.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,GR316_RS05620,Falsirhodobacter_algicola_PG104,2692330,GCF_018279165.1,WP_211785027.1,773,1-773,773,786.0,804.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,GR316_RS08990,Falsirhodobacter_algicola_PG104,2692330,GCF_018279165.1,WP_211783601.1,868,1-868,868,786.0,930.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,GSUB_RS01120,Geoalkalibacter_subterraneus_Red1,483547,GCF_000827125.1,WP_040198799.1,258,1-258,258,786.0,299.0,4.81e-96,3,partial match on both protein and COG profile,THERMODESULFOBACTERIOTA
tssH,COG0542,GSUB_RS05435,Geoalkalibacter_subterraneus_Red1,483547,GCF_000827125.1,WP_040199606.1,914,1-914,914,786.0,714.0,1e-200,0,footprint covers most of the protein and most of the COG profile,THERMODESULFOBACTERIOTA
tssH,COG0542,GSUB_RS13300,Geoalkalibacter_subterraneus_Red1,483547,GCF_000827125.1,WP_040201220.1,747,1-747,747,786.0,791.0,1e-200,0,footprint covers most of the protein and most of the COG profile,THERMODESULFOBACTERIOTA
tssH,COG0542,GSUB_RS14040,Geoalkalibacter_subterraneus_Red1,483547,GCF_000827125.1,WP_040201359.1,878,1-878,878,786.0,915.0,1e-200,0,footprint covers most of the protein and most of the COG profile,THERMODESULFOBACTERIOTA
tssH,COG0542,GT347_RS04745,Xylophilus_rhododendri_KACC_21265,2697032,GCF_009906855.1,WP_160550867.1,878,1-878,878,786.0,877.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssH,COG0542,GT347_RS24380,Xylophilus_rhododendri_KACC_21265,2697032,GCF_009906855.1,WP_160554657.1,778,1-778,778,786.0,813.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssH,COG0542,GT347_RS25110,Xylophilus_rhododendri_KACC_21265,2697032,GCF_009906855.1,WP_160554788.1,890,1-890,890,786.0,697.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
